clone_id,experiment,plate,well,protein_GFP,protein_mScarlet,filtered_cells,in_validated_1065_set,ddr_protein_GFP,ddr_protein_mScarlet
1299,HAP1_cancer,plate4,L18,FLNA,PPP2R1A,965,False,False,True
1306,HAP1_cancer,plate4,M02,NUP133,EIF1AX,1468,True,True,False
1308,HAP1_cancer,plate4,M04,FLNA,PPP2R1A,283,False,False,True
1313,HAP1_cancer,plate4,M10,PRKAR1A,PPP2R1A,1101,True,False,True
1315,HAP1_cancer,plate4,M12,SMARCA4,BRD4,186,False,True,False
1317,HAP1_cancer,plate4,M14,SPTAN1,NUP93,190,False,False,True
1323,HAP1_cancer,plate4,M20,NF1,CHD4,338,True,False,True
1326,HAP1_cancer,plate4,M23,ARID5B,NPM1,401,True,True,False
1327,HAP1_cancer,plate4,M24,CNOT9,NUP93,227,True,False,True
1329,HAP1_cancer,plate4,N02,SMARCA4,PPP2R1A,556,False,True,True
1332,HAP1_cancer,plate4,N05,MYH9,CHD4,545,True,False,True
1333,HAP1_cancer,plate4,N06,FLNA,MTOR,708,True,False,True
1334,HAP1_cancer,plate4,N07,MAP2K1,AKT1,568,True,False,True
1339,HAP1_cancer,plate4,N12,H3-3A,FLNA,472,False,True,False
1340,HAP1_cancer,plate4,N13,NUP93,IDH2,854,True,True,False
1342,HAP1_cancer,plate4,N15,NUP93,SPTAN1,73,False,True,False
1343,HAP1_cancer,plate4,N16,FLNA,PPP2R1A,956,False,False,True
1348,HAP1_cancer,plate4,N21,SF3B1,SMARCA4,75,False,False,True
1351,HAP1_cancer,plate4,P02,NUP133,AKT1,670,True,True,True
1356,HAP1_cancer,plate4,P08,SMARCA4,CREBBP,671,True,True,True
1357,HAP1_cancer,plate4,P10,DHX9,NUP93,463,True,False,True
1358,HAP1_cancer,plate4,P11,ATR,KIF1A,793,True,True,False
1362,HAP1_cancer,plate4,P15,CHD4,SPTAN1,418,False,True,False
1364,HAP1_cancer,plate4,P17,NPM1,PPP2R1A,870,False,False,True
1367,HAP1_cancer,plate4,P21,CSDE1,ARID1A,320,True,False,True
1368,HAP1_cancer,plate4,P22,RPL22,SMARCA4,738,True,False,True
1370,HAP1_cancer,plate4,P24,PPP2R1A,FLNA,490,False,True,False
1371,HAP1_cancer,plate5,A01,CHD4,VHL,23,False,True,False
1376,HAP1_cancer,plate5,A07,XPO1,DAZAP1,269,True,True,False
1378,HAP1_cancer,plate5,A09,CHD4,BRD4,1462,True,True,False
1379,HAP1_cancer,plate5,A10,SMARCA4,GTF2I,1084,True,True,False
1381,HAP1_cancer,plate5,A12,KLF5,CHD4,841,True,False,True
1383,HAP1_cancer,plate5,A14,KIF1A,NUP93,896,True,False,True
1384,HAP1_cancer,plate5,A15,RPL22,CHD4,357,True,False,True
1388,HAP1_cancer,plate5,A20,CHD4,SPTAN1,997,False,True,False
1389,HAP1_cancer,plate5,A21,SMC3,BRD4,574,True,True,False
1391,HAP1_cancer,plate5,A23,KIF1A,NUP93,552,False,False,True
1393,HAP1_cancer,plate5,B02,CHD4,HUWE1,288,True,True,False
1395,HAP1_cancer,plate5,B04,FLNA,PPP2R1A,759,False,False,True
1396,HAP1_cancer,plate5,B05,NPM1,PPP2R1A,483,False,False,True
1397,HAP1_cancer,plate5,B06,SMARCA4,THRAP3,90,False,True,False
1400,HAP1_cancer,plate5,B09,CSDE1,PPP2R1A,1446,True,False,True
1401,HAP1_cancer,plate5,B10,EEF2,PPP2R1A,60,False,False,True
1407,HAP1_cancer,plate5,B16,MYH9,CUL1,23,False,False,True
1409,HAP1_cancer,plate5,B18,SMC3,MAPK1,681,True,True,True
1410,HAP1_cancer,plate5,B19,CUL1,PMS1,704,True,True,False
1411,HAP1_cancer,plate5,B20,FUBP1,SMARCA4,747,True,False,True
1412,HAP1_cancer,plate5,B21,SMARCA4,BRD4,1002,True,True,False
1413,HAP1_cancer,plate5,B22,SPTAN1,NUP93,716,False,False,True
1415,HAP1_cancer,plate5,B24,PHF6,MAPK1,751,True,False,True
1416,HAP1_cancer,plate5,C01,PPP2R1A,BRD4,48,False,True,False
1419,HAP1_cancer,plate5,C05,MSH2,SPTAN1,327,True,True,False
1420,HAP1_cancer,plate5,C06,EEF2,PPP2R1A,527,False,False,True
1426,HAP1_cancer,plate5,C13,USP9X,CHD3,944,True,False,True
1429,HAP1_cancer,plate5,C16,PSIP1,NUP93,754,True,False,True
1432,HAP1_cancer,plate5,C19,EEF2,CHD3,665,True,False,True
1435,HAP1_cancer,plate5,C22,SMARCA1,MAP2K4,1044,True,False,True
1437,HAP1_cancer,plate5,C24,FUBP1,NUP133,648,True,False,True
1438,HAP1_cancer,plate5,D01,STAG2,FLNA,1099,True,True,False
1440,HAP1_cancer,plate5,D03,XPO1,VHL,204,True,True,False
1441,HAP1_cancer,plate5,D04,SF3B1,PBRM1,228,True,False,True
1445,HAP1_cancer,plate5,D08,SPTAN1,SMARCA4,967,True,False,True
1446,HAP1_cancer,plate5,D09,STAG2,PPP2R1A,1504,True,True,True
1448,HAP1_cancer,plate5,D12,NUP93,SMARCA1,164,False,True,False
1450,HAP1_cancer,plate5,D14,NUP93,SIN3A,1136,True,True,False
1451,HAP1_cancer,plate5,D15,SMARCA4,CHD8,369,True,True,False
1453,HAP1_cancer,plate5,D17,XPO1,FUBP1,67,False,True,False
1455,HAP1_cancer,plate5,D19,PSIP1,PPP2R1A,1297,True,False,True
1457,HAP1_cancer,plate5,D21,RB1,CHD3,789,True,True,True
1459,HAP1_cancer,plate5,D23,NUP133,BRD4,201,True,True,False
1463,HAP1_cancer,plate5,E03,PPP2R1A,FLNA,609,False,True,False
1464,HAP1_cancer,plate5,E04,SPTAN1,NUP93,954,True,False,True
1465,HAP1_cancer,plate5,E05,PTMA,RAD21,75,False,False,True
1466,HAP1_cancer,plate5,E06,MSH6,CSDE1,572,True,True,False
1468,HAP1_cancer,plate5,E08,ARID1A,MAP2K4,656,True,True,True
1469,HAP1_cancer,plate5,E09,MAX,PPP2R1A,903,False,False,True
1470,HAP1_cancer,plate5,E10,NUP93,FUBP1,1097,True,True,False
1471,HAP1_cancer,plate5,E11,SPTAN1,PPP2R1A,533,False,False,True
1472,HAP1_cancer,plate5,E13,MYH9,PPP2R1A,68,False,False,True
1473,HAP1_cancer,plate5,E14,SMARCA4,IDH1,183,False,True,False
1474,HAP1_cancer,plate5,E15,DACH1,NUP133,1411,True,False,True
1475,HAP1_cancer,plate5,E16,SMC1A,FLNA,281,True,True,False
1476,HAP1_cancer,plate5,E17,CTNND1,NUP93,772,True,False,True
1479,HAP1_cancer,plate5,E20,KIF1A,MSH2,276,False,False,True
1481,HAP1_cancer,plate5,E22,CUL3,SMARCA4,752,True,False,True
1482,HAP1_cancer,plate5,E23,PHF6,NUP133,605,True,False,True
1489,HAP1_cancer,plate5,F06,NUP133,EIF1AX,453,False,True,False
1490,HAP1_cancer,plate5,F08,PPP2R1A,SPTAN1,108,False,True,False
1491,HAP1_cancer,plate5,F09,PTCH1,PPP2R1A,1491,True,False,True
1492,HAP1_cancer,plate5,F10,XPO1,SPTAN1,724,True,True,False
1494,HAP1_cancer,plate5,F12,PTPRD,NUP93,708,True,False,True
1496,HAP1_cancer,plate5,F14,SF3B1,PPP2R1A,122,False,False,True
1498,HAP1_cancer,plate5,F16,MAPK1,TMSB4X,236,False,True,False
1507,HAP1_cancer,plate5,G03,SPTAN1,ATF7IP,1218,True,False,True
1508,HAP1_cancer,plate5,G04,MYH9,PPP2R1A,1020,True,False,True
1510,HAP1_cancer,plate5,G06,MAPK1,TMSB4X,790,True,True,False
1514,HAP1_cancer,plate5,G10,PPP2R1A,CUL1,367,True,True,True
1516,HAP1_cancer,plate5,G13,EIF1AX,CHD3,575,False,False,True
1518,HAP1_cancer,plate5,G15,MYH9,PPP2R1A,405,False,False,True
1520,HAP1_cancer,plate5,G17,ARID1A,DACH1,261,True,True,False
1525,HAP1_cancer,plate5,G22,SMC1A,HUWE1,101,False,True,False
1529,HAP1_cancer,plate5,H02,USP9X,MAP2K4,612,True,False,True
1530,HAP1_cancer,plate5,H03,USP9X,PPP2R1A,790,False,False,True
1532,HAP1_cancer,plate5,H05,PRKAR1A,NUP93,984,True,False,True
1533,HAP1_cancer,plate5,H06,SPTAN1,PBRM1,594,True,False,True
1534,HAP1_cancer,plate5,H07,NPM1,PPP2R1A,1366,True,False,True
1538,HAP1_cancer,plate5,H12,H3-3A,FLNA,1032,True,True,False
1540,HAP1_cancer,plate5,H14,RHOA,NUP93,437,True,False,True
1541,HAP1_cancer,plate5,H15,NUP93,RFC1,204,True,True,True
1542,HAP1_cancer,plate5,H16,SPTAN1,PPP2R1A,211,False,False,True
1544,HAP1_cancer,plate5,H18,SPTAN1,CHD4,1327,True,False,True
1545,HAP1_cancer,plate5,H20,CHD4,SPTAN1,1118,True,True,False
1549,HAP1_cancer,plate5,H24,FLNA,ARID1A,555,True,False,True
1550,HAP1_cancer,plate5,I01,FLNA,PPP2R1A,1277,False,False,True
1552,HAP1_cancer,plate5,I03,SCAF4,SMARCA4,85,False,False,True
1553,HAP1_cancer,plate5,I04,SPTAN1,MAP2K4,1404,True,False,True
1555,HAP1_cancer,plate5,I06,EZH2,HUWE1,1401,True,True,False
1560,HAP1_cancer,plate5,I11,NPM1,MAP2K4,400,True,False,True
1561,HAP1_cancer,plate5,I12,SMARCA4,PLCG1,1019,False,True,False
1562,HAP1_cancer,plate5,I13,PPP2R1A,FLNA,641,False,True,False
1564,HAP1_cancer,plate5,I15,KIF1A,PPP2R1A,1026,True,False,True
1568,HAP1_cancer,plate5,I20,STAG2,HUWE1,368,True,True,False
1569,HAP1_cancer,plate5,I22,SMARCB1,CREBBP,182,False,True,True
1572,HAP1_cancer,plate5,J01,RBM10,MSH2,651,True,False,True
1573,HAP1_cancer,plate5,J02,USP9X,AKT1,287,True,False,True
1578,HAP1_cancer,plate5,J07,PBRM1,PPP2R1A,605,True,True,True
1582,HAP1_cancer,plate5,J11,MACF1,SMARCA4,482,False,False,True
1585,HAP1_cancer,plate5,J14,MACF1,POLQ,1361,True,False,True
1587,HAP1_cancer,plate5,J16,NUP93,TMSB4X,176,False,True,False
1589,HAP1_cancer,plate5,J18,PPP2R1A,PPP6C,664,True,True,False
1591,HAP1_cancer,plate5,J20,KIF1A,MSH2,730,True,False,True
1592,HAP1_cancer,plate5,J21,PPP2R1A,NUP133,892,False,True,True
1596,HAP1_cancer,plate5,K02,CHD4,BRD4,887,False,True,False
1597,HAP1_cancer,plate5,K03,MYH9,PPP2R1A,439,False,False,True
1600,HAP1_cancer,plate5,K06,USP9X,PPP2R1A,865,True,False,True
1604,HAP1_cancer,plate5,K10,SMARCA4,BRD3,118,False,True,False
1607,HAP1_cancer,plate5,K14,SPTAN1,PPP2R1A,1410,True,False,True
1608,HAP1_cancer,plate5,K15,PPP2R1A,SPTAN1,364,True,True,False
1609,HAP1_cancer,plate5,K16,TP53,XPO1,1376,True,True,True
1615,HAP1_cancer,plate5,K22,EEF2,PPP2R1A,847,True,False,True
1616,HAP1_cancer,plate5,K23,PRKAR1A,ARID1A,408,True,False,True
1618,HAP1_cancer,plate5,L02,PPP2R1A,PPP2R1A,1019,True,True,True
1620,HAP1_cancer,plate5,L05,CHD4,KIF1A,951,True,True,False
1623,HAP1_cancer,plate5,L08,SMARCA4,PBRM1,286,True,True,True
1625,HAP1_cancer,plate5,L10,SPTAN1,NUP93,837,False,False,True
1628,HAP1_cancer,plate5,L13,XPO1,HUWE1,354,True,True,False
1632,HAP1_cancer,plate5,L17,CBFB,ATF7IP,783,True,False,True
1635,HAP1_cancer,plate5,L21,SF1,RAD21,315,True,False,True
1636,HAP1_cancer,plate5,L22,STAG2,TP53,636,True,True,True
1639,HAP1_cancer,plate5,M01,MYH9,SMARCA4,1221,True,False,True
1642,HAP1_cancer,plate5,M04,RHOA,MSH2,383,True,False,True
1644,HAP1_cancer,plate5,M06,XPO1,USP9X,261,True,True,False
1646,HAP1_cancer,plate5,M08,IDH1,AKT1,699,True,False,True
1648,HAP1_cancer,plate5,M10,CBFB,NUP93,630,True,False,True
1649,HAP1_cancer,plate5,M11,CSDE1,PBRM1,52,False,False,True
1650,HAP1_cancer,plate5,M12,SMARCA4,SF1,414,True,True,False
1654,HAP1_cancer,plate5,M17,SPTAN1,SMARCA4,330,False,False,True
1656,HAP1_cancer,plate5,M21,SMARCA4,PLCG1,1111,True,True,False
1658,HAP1_cancer,plate5,M23,SPTAN1,CHD4,690,False,False,True
1659,HAP1_cancer,plate5,M24,SMARCA4,SPTAN1,199,False,True,False
1660,HAP1_cancer,plate5,N01,CHD4,BRD4,289,False,True,False
1661,HAP1_cancer,plate5,N02,MSH6,VHL,453,True,True,False
1663,HAP1_cancer,plate5,N04,PTMA,SMARCA4,2,False,False,True
1664,HAP1_cancer,plate5,N05,DHX9,ARID1A,455,True,False,True
1665,HAP1_cancer,plate5,N06,SMARCA4,IDH2,1150,True,True,False
1668,HAP1_cancer,plate5,N09,SMARCA4,BRD3,806,True,True,False
1672,HAP1_cancer,plate5,N14,STAG2,TBL1XR1,1229,True,True,True
1676,HAP1_cancer,plate5,N18,KIF1A,PPP2R1A,884,False,False,True
1677,HAP1_cancer,plate5,N19,SMARCA4,VHL,919,True,True,False
1678,HAP1_cancer,plate5,N20,SF1,KDM6A,679,True,False,True
1682,HAP1_cancer,plate5,P02,DHX9,STAG2,616,False,False,True
1683,HAP1_cancer,plate5,P03,PPP2R1A,EEF2,78,False,True,False
1684,HAP1_cancer,plate5,P04,SMC1A,PPP2R1A,1103,True,True,True
1685,HAP1_cancer,plate5,P05,ERCC2,PPP2R1A,675,True,True,True
1686,HAP1_cancer,plate5,P06,PPP2R1A,NUP133,1103,False,True,True
1690,HAP1_cancer,plate5,P10,THRAP3,PPP2R1A,436,True,False,True
1694,HAP1_cancer,plate5,P14,SPTAN1,PPP2R1A,863,False,False,True
1696,HAP1_cancer,plate5,P16,MYH9,PPP2R1A,371,False,False,True
1697,HAP1_cancer,plate5,P17,SPTAN1,MAP2K4,645,False,False,True
1701,HAP1_cancer,plate5,P22,TP53,SMAD4,801,True,True,False
1712,HAP1_proteome,plate1,B07,TAF1,PSMC2,680,False,False,True
1725,HAP1_proteome,plate1,D21,COPS2,BTF3,13,False,True,False
1744,HAP1_proteome,plate1,G11,RB1,TRABD,669,True,True,False
1749,HAP1_proteome,plate1,G20,COPS2,RAD23B,951,False,True,True
1753,HAP1_proteome,plate1,H04,TPR,ANP32E,737,True,True,False
1777,HAP1_proteome,plate1,I15,KAT5,CDV3,617,False,True,False
1779,HAP1_proteome,plate1,I17,COPS2,WDR5,583,False,True,True
1781,HAP1_proteome,plate1,I20,KAT5,OAT,905,True,True,False
1787,HAP1_proteome,plate1,J03,ZNF148,XRCC6,429,True,False,True
1793,HAP1_proteome,plate1,J09,COPS2,RAD23B,255,False,True,True
1794,HAP1_proteome,plate1,J11,COPS2,NACA,238,True,True,False
1812,HAP1_proteome,plate1,K11,KAT5,CDV3,498,False,True,False
1823,HAP1_proteome,plate1,K22,KAT5,PSMD1,813,False,True,True
1832,HAP1_proteome,plate1,L08,RSRC2,SMARCA5,590,True,False,True
1837,HAP1_proteome,plate1,L13,COPS2,RAD23B,1116,True,True,True
1844,HAP1_proteome,plate1,L22,KAT5,CDV3,176,False,True,False
1859,HAP1_proteome,plate1,M16,KAT5,CDV3,610,False,True,False
1862,HAP1_proteome,plate1,M19,TAF1,SP1,292,True,False,True
1870,HAP1_proteome,plate1,N04,ORC6,EBNA1BP2,147,False,True,False
1878,HAP1_proteome,plate1,N12,TAF1,PPP4R2,676,False,False,True
1882,HAP1_proteome,plate1,N16,KAT5,CDV3,884,False,True,False
1885,HAP1_proteome,plate1,N19,TAF1,PSMC2,473,False,False,True
1891,HAP1_proteome,plate1,O01,COPS2,HNRNPAB,179,False,True,False
1892,HAP1_proteome,plate1,O02,KAT5,CDV3,174,False,True,False
1911,HAP1_proteome,plate1,O22,COPS2,SEPTIN2,871,False,True,False
1915,HAP1_proteome,plate1,P03,KAT5,CDV3,535,False,True,False
1917,HAP1_proteome,plate1,P05,COPS2,WDR5,740,False,True,True
1918,HAP1_proteome,plate1,P06,POGZ,CDC20,236,False,False,True
1927,HAP1_proteome,plate1,P17,COPS2,SF1,682,False,True,False
1930,HAP1_proteome,plate1,P20,COPS2,RAD23B,531,False,True,True
1941,HAP1_proteome,plate2,A20,TPR,FBL,612,True,True,False
1946,HAP1_proteome,plate2,B04,COPS2,HNRNPAB,459,False,True,False
1956,HAP1_proteome,plate2,C02,KAT5,LGALS3BP,263,False,True,False
1963,HAP1_proteome,plate2,C16,COPS2,RAD23B,662,False,True,True
1969,HAP1_proteome,plate2,D04,MNAT1,CKB,644,False,True,False
1972,HAP1_proteome,plate2,D09,COPS2,WDR5,924,False,True,True
1980,HAP1_proteome,plate2,E04,TAF1,PSMC2,754,False,False,True
1985,HAP1_proteome,plate2,E09,TAF1,PSMC2,148,False,False,True
1991,HAP1_proteome,plate2,E19,CDC5L,COPS3,913,False,False,True
1993,HAP1_proteome,plate2,E21,KAT5,NUP98,823,False,True,True
2001,HAP1_proteome,plate2,F07,MNAT1,CKB,890,False,True,False
2004,HAP1_proteome,plate2,F10,COPS2,TMX1,838,False,True,False
2016,HAP1_proteome,plate2,F24,KAT5,CDV3,1,False,True,False
2019,HAP1_proteome,plate2,G03,COPS2,TMX1,147,False,True,False
2026,HAP1_proteome,plate2,G12,SRM,RAD23B,289,False,False,True
2037,HAP1_proteome,plate2,H01,KAT5,LGALS3BP,1053,True,True,False
2039,HAP1_proteome,plate2,H05,ZNF148,XRCC6,346,False,False,True
2046,HAP1_proteome,plate2,H12,DYNC1H1,TALDO1,658,True,True,False
2049,HAP1_proteome,plate2,H15,TAF1,SP1,157,False,False,True
2057,HAP1_proteome,plate2,I04,KAT5,PSMD1,688,False,True,True
2059,HAP1_proteome,plate2,I06,KAT5,CDV3,549,False,True,False
2096,HAP1_proteome,plate2,K01,TPR,FBL,554,False,True,False
2112,HAP1_proteome,plate2,K19,COPS2,SEPTIN2,448,False,True,False
2114,HAP1_proteome,plate2,K22,TAF1,PPP4R2,761,False,False,True
2116,HAP1_proteome,plate2,K24,COPS2,RAD23B,529,False,True,True
2117,HAP1_proteome,plate2,L01,KAT5,NUP210,26,False,True,True
2120,HAP1_proteome,plate2,L06,COPS2,SEPTIN2,758,False,True,False
2121,HAP1_proteome,plate2,L08,CSNK1A1,,290,True,True,False
2122,HAP1_proteome,plate2,L09,KAT5,CDV3,652,False,True,False
2135,HAP1_proteome,plate2,M01,KAT5,NUP98,325,False,True,True
2138,HAP1_proteome,plate2,M04,KAT5,CDV3,1,False,True,False
2145,HAP1_proteome,plate2,M13,TAF1,PSMC2,739,False,False,True
2146,HAP1_proteome,plate2,M14,COPS2,WDR5,212,False,True,True
2152,HAP1_proteome,plate2,M21,COPS2,BTF3,694,False,True,False
2167,HAP1_proteome,plate2,N18,PSMC2,SCO1,2,False,True,False
2174,HAP1_proteome,plate2,O02,CHD1,MSH2,255,False,False,True
2178,HAP1_proteome,plate2,O06,ZNF148,XRCC6,78,False,False,True
2181,HAP1_proteome,plate2,O09,CDC5L,COPS3,745,False,False,True
2189,HAP1_proteome,plate2,O17,TAF1,PSMC2,611,False,False,True
2196,HAP1_proteome,plate2,P03,DCTN1,RB1,103,False,False,True
2198,HAP1_proteome,plate2,P06,KAT5,CDV3,821,False,True,False
2202,HAP1_proteome,plate2,P10,CUL4B,CHMP4B,309,True,True,False
2203,HAP1_proteome,plate2,P11,COPS2,SEPTIN2,24,False,True,False
2207,HAP1_proteome,plate2,P16,TAF1,PSMC2,455,False,False,True
2213,HAP1_proteome,plate2,P24,RFC5,RNF14,188,False,True,False
2217,HAP1_proteome,plate3,A17,SRM,RAD23B,459,True,False,True
2230,HAP1_proteome,plate3,C17,COPS2,MT1E,619,True,True,False
2237,HAP1_proteome,plate3,D07,TAF1,PSMC2,897,False,False,True
2243,HAP1_proteome,plate3,D24,COPS2,TMX1,868,True,True,False
2247,HAP1_proteome,plate3,E10,KAT5,LGALS3BP,48,False,True,False
2249,HAP1_proteome,plate3,E14,COPS2,WDR5,846,False,True,True
2270,HAP1_proteome,plate3,G09,KAT5,CDV3,554,False,True,False
2275,HAP1_proteome,plate3,H02,COPS2,RAD23B,726,False,True,True
2296,HAP1_proteome,plate3,I23,COPS2,WDR5,1,False,True,True
2297,HAP1_proteome,plate3,J02,COPS2,WDR5,968,True,True,True
2299,HAP1_proteome,plate3,J04,COPS2,HNRNPAB,999,False,True,False
2303,HAP1_proteome,plate3,J09,KAT5,CDV3,554,False,True,False
2317,HAP1_proteome,plate3,J24,ORC6,ZC3H18,465,True,True,False
2323,HAP1_proteome,plate3,K07,COPS2,RAD23B,2,False,True,True
2336,HAP1_proteome,plate3,L02,COPS2,WDR5,808,False,True,True
2340,HAP1_proteome,plate3,L08,KAT5,CDV3,1,False,True,False
2345,HAP1_proteome,plate3,L15,COPS2,WDR5,237,False,True,True
2362,HAP1_proteome,plate3,M13,RAD18,SRSF10,12,False,True,False
2364,HAP1_proteome,plate3,M16,KAT5,CDV3,699,False,True,False
2377,HAP1_proteome,plate3,N08,TAF1,PSMC2,302,False,False,True
2389,HAP1_proteome,plate3,N22,KAT5,CDV3,502,False,True,False
2395,HAP1_proteome,plate3,O05,COPS2,BTF3,468,False,True,False
2400,HAP1_proteome,plate3,O11,ORC6,EBNA1BP2,116,False,True,False
2410,HAP1_proteome,plate3,O21,KAT5,CDV3,387,False,True,False
2414,HAP1_proteome,plate3,P01,KAT5,CDV3,16,False,True,False
2415,HAP1_proteome,plate3,P02,TAF1,PSMC2,509,False,False,True
2424,HAP1_proteome,plate3,P11,NDC1,MAT2A,747,True,True,False
2425,HAP1_proteome,plate3,P12,CDC5L,COPS3,916,False,False,True
2428,HAP1_proteome,plate3,P15,COPS2,BTF3,701,False,True,False
2449,HAP1_proteome,plate4,A18,COPS2,RAD23B,699,False,True,True
2455,HAP1_proteome,plate4,B01,EP300,NUP50,757,True,True,True
2471,HAP1_proteome,plate4,B21,KAT5,CDV3,779,False,True,False
2476,HAP1_proteome,plate4,C05,KAT5,NUP98,877,True,True,True
2478,HAP1_proteome,plate4,C07,COPS2,BTF3,1073,True,True,False
2496,HAP1_proteome,plate4,D05,PSMC2,SCO1,402,True,True,False
2499,HAP1_proteome,plate4,D09,COPS2,BTF3,850,False,True,False
2502,HAP1_proteome,plate4,D14,TMEM94,PSMD11,661,True,False,True
2527,HAP1_proteome,plate4,E21,KAT5,CDV3,521,False,True,False
2532,HAP1_proteome,plate4,F02,KAT5,LGALS3BP,347,False,True,False
2534,HAP1_proteome,plate4,F06,COPS2,BTF3,622,False,True,False
2554,HAP1_proteome,plate4,G03,KAT5,CDV3,493,False,True,False
2565,HAP1_proteome,plate4,G14,KAT5,NUP98,582,False,True,True
2570,HAP1_proteome,plate4,G19,COPS2,SEPTIN2,966,True,True,False
2577,HAP1_proteome,plate4,H05,NFKBID,ADRM1,116,False,False,True
2584,HAP1_proteome,plate4,H13,COPS2,TMX1,115,False,True,False
2606,HAP1_proteome,plate4,I15,KAT5,CDV3,373,False,True,False
2615,HAP1_proteome,plate4,J02,KAT5,CDV3,854,False,True,False
2621,HAP1_proteome,plate4,J09,COPS2,RAD23B,1051,False,True,True
2624,HAP1_proteome,plate4,J12,KAT5,CDV3,615,False,True,False
2626,HAP1_proteome,plate4,J16,COPS2,RAD23B,277,False,True,True
2628,HAP1_proteome,plate4,J18,KAT5,CDV3,622,False,True,False
2631,HAP1_proteome,plate4,J21,COPS2,LSM14B,507,True,True,False
2632,HAP1_proteome,plate4,J22,KAT5,CDV3,84,False,True,False
2643,HAP1_proteome,plate4,K09,CDC5L,COPS3,948,False,False,True
2648,HAP1_proteome,plate4,K14,KAT5,PSMD1,69,False,True,True
2651,HAP1_proteome,plate4,K17,NUP107,SF1,426,True,True,False
2653,HAP1_proteome,plate4,K20,CDC5L,COPS3,634,False,False,True
2659,HAP1_proteome,plate4,L02,COPS2,BTF3,801,False,True,False
2660,HAP1_proteome,plate4,L03,COPS2,RAD23B,414,False,True,True
2673,HAP1_proteome,plate4,L16,KAT5,CDV3,145,False,True,False
2677,HAP1_proteome,plate4,L20,KAT5,CDV3,497,False,True,False
2689,HAP1_proteome,plate4,M14,NFKBID,ADRM1,17,False,False,True
2690,HAP1_proteome,plate4,M15,COPS2,HNRNPAB,114,False,True,False
2694,HAP1_proteome,plate4,M19,KAT5,CDV3,99,False,True,False
2696,HAP1_proteome,plate4,M21,COPS2,WDR5,385,False,True,True
2699,HAP1_proteome,plate4,N01,MNAT1,CKB,918,True,True,False
2714,HAP1_proteome,plate4,N18,KAT5,SNRPD3,469,False,True,False
2719,HAP1_proteome,plate4,N24,TAF1,PPP4R2,713,False,False,True
2725,HAP1_proteome,plate4,O07,E2F3,THYN1,839,True,True,False
2727,HAP1_proteome,plate4,O09,COPS2,HNRNPAB,672,False,True,False
2729,HAP1_proteome,plate4,O11,COPS2,BTF3,232,False,True,False
2737,HAP1_proteome,plate4,O20,E2F3,THYN1,76,False,True,False
2740,HAP1_proteome,plate4,O24,KAT5,CDV3,203,False,True,False
2742,HAP1_proteome,plate4,P02,MYEF2,MORF4L1,340,True,False,True
2748,HAP1_proteome,plate4,P09,COPS2,WDR5,919,False,True,True
2755,HAP1_proteome,plate4,P16,COPS2,WDR5,711,False,True,True
2758,HAP1_proteome,plate4,P19,COPS2,MT1E,476,False,True,False
2776,HAP1_proteome,plate5,D07,COPS2,WDR5,576,False,True,True
2778,HAP1_proteome,plate5,D13,KAT5,CDV3,828,False,True,False
2785,HAP1_proteome,plate5,D21,SPATS2,HAT1,443,True,False,True
2801,HAP1_proteome,plate5,E21,KAT5,CDV3,503,False,True,False
2807,HAP1_proteome,plate5,F11,COPS2,WDR5,43,False,True,True
2809,HAP1_proteome,plate5,F13,TPR,FBL,517,False,True,False
2810,HAP1_proteome,plate5,F14,KAT5,CDV3,471,False,True,False
2811,HAP1_proteome,plate5,F16,KAT5,CDV3,685,False,True,False
2824,HAP1_proteome,plate5,G07,NUP107,CAPZA2,379,False,True,False
2830,HAP1_proteome,plate5,G13,KAT5,CDV3,533,False,True,False
2835,HAP1_proteome,plate5,G18,CHD1,MSH2,84,False,False,True
2838,HAP1_proteome,plate5,G21,NUP107,CAPZA2,638,True,True,False
2844,HAP1_proteome,plate5,H07,COPS2,HNRNPAB,27,False,True,False
2858,HAP1_proteome,plate5,H24,COPS2,WDR5,157,False,True,True
2859,HAP1_proteome,plate5,I01,RB1,TRABD,205,False,True,False
2865,HAP1_proteome,plate5,I07,KAT5,LGALS3BP,52,False,True,False
2872,HAP1_proteome,plate5,I16,TAF1,PSMC2,871,False,False,True
2875,HAP1_proteome,plate5,I19,COPS2,WDR5,859,False,True,True
2877,HAP1_proteome,plate5,I21,KAT5,LGALS3BP,23,False,True,False
2879,HAP1_proteome,plate5,I23,POGZ,CDC20,521,True,False,True
2884,HAP1_proteome,plate5,J05,COPS2,BTF3,858,False,True,False
2889,HAP1_proteome,plate5,J10,SMC4,SP1,467,True,False,True
2896,HAP1_proteome,plate5,J17,COPS2,RAD23B,821,False,True,True
2907,HAP1_proteome,plate5,K05,TAF1,PSMC2,919,True,False,True
2909,HAP1_proteome,plate5,K07,COPS2,SEPTIN2,658,False,True,False
2919,HAP1_proteome,plate5,K18,COPS2,HNRNPAB,896,False,True,False
2930,HAP1_proteome,plate5,L05,COPS2,RAD23B,521,False,True,True
2935,HAP1_proteome,plate5,L11,COPS2,HNRNPAB,846,False,True,False
2936,HAP1_proteome,plate5,L13,TPR,FBL,557,False,True,False
2941,HAP1_proteome,plate5,L18,CDC5L,COPS3,594,False,False,True
